n,M(n),M_total,omega,f
162,-1.7955766189713634777427148556991038896429457107854e-32,1.6725174160706635890018340242575644836076241236184e-27,133289232887800.71087925042282858424332440362610804,21213640275020.306345947971667303807101892689104681
163,4.8315353274025695593066400448542274954699138242365e-33,1.6725222476059909915713933308976093378351195935322e-27,133289040366564.15677468622902638258369935533550967,21213609634313.858596115965582736006221308455950197
164,2.9053221769721994424797595239346436906074321703936e-32,1.6725513008277607135658181284928486842720256678539e-27,133287882706149.11237501622308310106783099985882986,21213425386936.382464751469717579199519755585715239
165,3.5542356600635207190862314013814402641874792075375e-32,1.672586843184361348773008990806862498674667542646e-27,133286466519406.8721052236335236644018995749015509,21213199993816.013717964135893189569483658601119857
166,2.0990364047787175250683784723682020035052184466857e-32,1.6726078335484091359482596745915861806947025948305e-27,133285630178641.16903624124879578271842494408872599,21213066886049.042813849837894949429659875517174882
167,1.9185918607142315128592405092503873872897455120319e-32,1.6726270194670162782633882669966786845685754922856e-27,133284865748031.260349244575528293564788168437681,21212945223138.825093928107948477416488169424288899
168,-3.9936616070224661712309217463023082692319026878371e-33,1.6726230258054092557972170360749323822603062603829e-27,133285024867667.06230849777441756140729951460970361,21212970547815.405957864698583810134210849587596917
169,-2.1410453008921401592283962012467628174281699913784e-32,1.672601615352400334395624752112919914632131978683e-27,133285877935009.36275385857530512267548263249600015,21213106317699.723339644825632229935406314546386972
170,-3.8390933805017098658790742402863926379251363799505e-32,1.6725632244185953172969659613705170507057527273192e-27,133287407605122.77855785752639564777823756611829064,21213349772259.573405014265836918545529706375885266
171,-1.8575811669471549428954684456288917697260498735802e-32,1.6725446486069258457475370066860607617880554668205e-27,133288147769192.26751456539881127801134176764573984,21213467573029.931585583926489970179805520522097015
172,-1.8403121766748052050640400190846058181855255562621e-32,1.6725262454851590976954863662858699157298736115649e-27,133288881064491.11242035811448445456878371160124664,21213584280601.488800948911619329705725225364208464
173,3.1329511220244766544987503903070895703598776875187e-33,1.6725293784362811221721408650362602228194439714426e-27,133288756227298.28854654301350678727535510833339187,21213564412145.169165347079035918959653887738131147
174,1.5290669782023088296941171850644497610459568195007e-32,1.6725446691060631452604378062081108673170544310108e-27,133288146952385.36831506526077913005389963083338766,21213467443031.076026419992132692679849094679800367
175,3.7919294201078540481257758595234746557866422361849e-32,1.6725825884002642238009190639667061020636122974331e-27,133286636049085.52172478645591729112714400422634095,21213226975302.371585469370873921026073108310522533
176,1.9670512930233556442936348973637003255202670450111e-32,1.6726022589131944573573620003156797390668675001036e-27,133285852293057.35557293676123825753063979437707211,21213102236656.310871653834157467639879018037243845
177,1.6034806384448027191790169164307940709210999533552e-32,1.6726182937195789053845537904848440470075767111031e-27,133285213409109.49588716519587631725762439502750567,21213000555117.946937937956845416099980999528260907
178,-1.8131139322006713285864136055527137596115175249002e-33,1.6726164806056467047132252040712384942938170995856e-27,133285285649582.64093394194029678788441388494798844,21213012052546.339269450977704485669794207879626411
179,-1.1687042664135408061874043036670897422910088294276e-32,1.6726047935629825693051633300282018233963941894973e-27,133285751302947.03172424463560861983679160197294892,21213086163581.049435283600731643672201162319447002
180,-3.3967768495632913555746874555991455817117233628282e-32,1.6725708257944869363916075831536458319405770722637e-27,133287104727414.29955019783941887689449318491212881,21213301567775.116624884774204231041719872026405685
181,-2.3176522535973456751992531008886279155361033173518e-32,1.6725476492719509629348555906226369456614217112305e-27,133288028205106.05635936733831755508192924132682509,21213448543814.594814710566744508922127895379384265
182,-1.3141626911432709386279971031478501666278117787397e-32,1.6725345076450395302254693106516054671597554331127e-27,133288551846947.13031091988557192306421756537052606,21213531884002.011474771505291529784201999442508826
183,1.0022477980426699731392506098472790937243120637548e-34,1.6725346078698193344924666245766664518876648055439e-27,133288547853362.81326289451528362268952843899678942,21213531248403.326762307327484264802972992169741586
184,1.0547194452177776630272015519702444115925927674121e-32,1.6725451550642715122690968965921861543317807314716e-27,133288127588939.90368015147025611866191606881471216,21213464361243.015039431449376993985386430782220504
185,2.7701905591684815310946391744671726385294603063273e-32,1.6725728569698631970844078429839308260581660260747e-27,133287023795344.23728891069965220834788144744076104,21213288687036.111556403415525707429644477085475577
186,2.7198665181796098101352344196699266824783300602916e-32,1.6726000556350449931825091953281275253249908093753e-27,133285940080244.82183814736193186023017460787881245,21213116208421.136262640918612239539934836075503701
187,1.0981241867358655205164868596558269890930053197443e-32,1.6726110368769123518377143601967240835948817394285e-27,133285502546498.001583249847121666990093349300104,21213046572762.560301230884906679128842093096168444
188,1.5972826041320965577271727122722853558608550210852e-33,1.6726126341595164839342720873694363558802376002835e-27,133285438905144.02659953484733273599862754376987042,21213036443926.490121530705869512945006485560044864
189,-1.0997174799410330882913915914831189498176984074855e-32,1.6726016369847170736033891734535215246907394232994e-27,133285877073093.92696785828919361698173468729804549,21213106180521.621207097781522231286495371567564034
190,-2.1004399758283908166043589502389959299987999511001e-32,1.6725806325849587896952231298640191347314394352999e-27,133286713977755.0007925646707934075228311085043695,21213239378035.327753622553600468713530229178500454
191,-2.9814743223132590006084100872221808512213303993259e-32,1.6725508178417356571052170457631469129229272219959e-27,133287901951059.13908349027020736469845961745813272,21213428449858.942574184603050953708569763677216642
192,-1.0489938251086664199182414404567701883551873625704e-32,1.6725403279034845704410178633487423452210436701223e-27,133288319931913.01268619716166183714667248168718507,21213494973577.954329243534685557808849816683366359
193,-2.8326490304667631284961813024856010020406958573697e-33,1.6725374952544541036778893671674398596200416294264e-27,133288432801989.59941402000510030313086365663467801,21213512937408.570267778322044083878736841273886821
194,1.1831280691801978819610112122368536189693355777005e-32,1.6725493265351459056567089772795622281562313227822e-27,133287961373247.48709389430672131970721646355825168,21213437907193.947497666571251570603962437748741321
195,1.5689228268637427920668698636880722553517453051174e-32,1.6725650157634145430846296459781991088787848402353e-27,133287336228593.68665355927057366149981953072385183,21213338412332.147685973808558525320431492815375222
196,2.97918951348598682539119308959356240781892133026e-32,1.6725948076585494029528835579090950445028630294486e-27,133286149180777.9736953126203635656757884025271873,21213149487804.590531442102902042816097371679870797
197,1.1902784646250831601157455702682550720548794431496e-32,1.672606710443195653784484715364797727053583578243e-27,133285674927284.13230338813009500962739039550181798,21213074008016.76707217526387208781886136267157154
198,3.4011012458963006515138536087931172196207857290917e-33,1.6726101115444415500851362292184065201708031990287e-27,133285539415038.22034807651927332840201114394278219,21213052440572.98070000128702984547492028520192609
199,-1.2031729880194896706184284334898064355202597736187e-32,1.672598079814561355188430044934071622106447996431e-27,133286018804780.02157349777966045334470630987514353,21213128737820.055912431824859848798652373421456903
200,-1.2848894853886227905194920519217659569783360591735e-32,1.6725852309197074689605248500135524044468782130704e-27,133286530759184.62796346588178245724182153515543501,21213210217894.186687586543588073056223361666861084
201,-2.6985419153742776233185337373399563070124930999269e-32,1.6725582455005537261842916646761790048838080881394e-27,133287605991811.65834727166664929934397666236958995,21213381346481.752257443712017709356793749524146411
202,-1.4667259380003406348907526764217495680757838857373e-32,1.6725435782411737227779427571494147873881273303005e-27,133288190418916.78491019795284863219457385817103808,21213474360944.410036699089053195379534951548060089
203,-3.4612448245268099707382582793149258327167575483178e-33,1.672540116996349195967972018891135472462294613543e-27,133288328335734.41099962619754543756216261251916925,21213496311087.670732269618165900007308870591568861
204,1.111205560598572302877245070370064104466308655351e-32,1.6725512290519551816910007913418391731033392766295e-27,133287885566104.87338833315837501603377008912116903,21213425842112.478854164143737370862121284541400756
